default,amount,grade,years,ownership,income,age
1,15000,B,1.0,RENT,30000.0,31
0,1500,A,11.0,MORTGAGE,67386.0,28
0,14500,C,9.0,MORTGAGE,38000.0,34
0,18000,B,20.0,MORTGAGE,170000.0,29
1,7500,B,1.0,RENT,60000.0,22
1,10000,B,3.0,RENT,24000.0,24
1,8000,D,3.0,RENT,48000.0,23
0,12000,C,0.0,RENT,45000.0,29
0,7000,C,7.0,MORTGAGE,60000.0,22
0,8850,B,4.0,MORTGAGE,120000.0,35
0,25000,E,2.0,RENT,170000.0,40
0,20000,B,12.0,RENT,65000.0,39
0,20000,A,2.0,MORTGAGE,125000.0,33
0,15000,B,9.0,RENT,32000.0,22
0,4000,A,6.0,RENT,28000.0,25
0,11500,A,9.0,MORTGAGE,75000.0,24
0,4050,A,5.0,RENT,55000.0,34
0,12000,A,9.0,MORTGAGE,97000.0,28
0,8000,B,2.0,OWN,24996.0,29
0,5000,A,1.0,RENT,115000.0,24
0,14125,A,,OWN,30000.0,23
0,10000,D,2.0,RENT,30400.0,39
0,1000,B,23.0,MORTGAGE,87000.0,26
0,4500,B,8.0,RENT,38000.0,24
1,3500,B,,RENT,36000.0,23
0,4600,B,1.0,RENT,40000.0,23
1,10000,E,0.0,RENT,75000.0,24
0,8000,C,12.0,RENT,44000.0,26
0,7200,B,9.0,RENT,85000.0,32
1,4000,C,4.0,OWN,24000.0,27
1,26400,D,4.0,MORTGAGE,68000.0,21
1,7000,C,7.0,OWN,130000.0,29
1,12000,C,5.0,RENT,75000.0,23
1,1300,C,56.0,RENT,70000.0,24
0,17000,C,3.0,RENT,80000.0,28
0,5000,C,0.0,RENT,54860.0,23
1,4000,B,4.0,RENT,58800.0,26
0,12000,B,17.0,MORTGAGE,91234.2,22
1,25000,D,1.0,MORTGAGE,100000.0,21
0,10000,C,1.0,MORTGAGE,44000.0,25
0,6000,B,2.0,RENT,48000.0,25
1,10000,D,9.0,MORTGAGE,62920.0,22
0,5000,D,0.0,OWN,20800.0,24
1,25000,F,5.0,MORTGAGE,265000.0,25
0,12000,E,17.0,RENT,104000.0,25
0,12000,A,3.0,RENT,95000.0,24
0,12000,B,2.0,RENT,30000.0,44
0,5400,C,1.0,RENT,50725.0,34
1,20000,F,7.0,RENT,62000.0,28
0,2000,A,,OWN,16000.0,23
0,9000,B,0.0,RENT,52000.0,23
1,4750,E,0.0,MORTGAGE,31200.0,25
1,20000,C,12.0,MORTGAGE,140000.0,39
0,8500,A,3.0,MORTGAGE,78000.0,24
1,4000,D,5.0,MORTGAGE,25344.0,24
0,3000,C,0.0,RENT,36000.0,24
1,5000,B,4.0,RENT,36000.0,26
0,13250,B,4.0,RENT,35000.0,28
0,20000,B,9.0,RENT,52559.0,24
1,19600,D,13.0,MORTGAGE,67499.0,24
1,1000,B,6.0,RENT,28000.0,22
1,10000,B,1.0,RENT,50000.0,31
1,25000,B,28.0,RENT,55000.0,27
0,20000,A,4.0,RENT,66000.0,32
0,10000,A,14.0,RENT,28000.0,22
1,5000,D,9.0,RENT,21000.0,47
0,5000,B,0.0,RENT,38000.0,29
1,4200,B,,OWN,21600.0,26
1,12000,B,2.0,MORTGAGE,180000.0,26
1,7100,A,2.0,RENT,50400.0,23
1,10000,D,2.0,RENT,35400.0,31
0,12000,A,0.0,MORTGAGE,64000.0,24
1,1600,C,0.0,RENT,38400.0,24
1,3000,E,0.0,RENT,10800.0,36
0,7200,C,9.0,MORTGAGE,60000.0,26
1,20500,C,2.0,RENT,38400.0,31
1,8000,A,1.0,MORTGAGE,65004.0,28
1,32000,C,7.0,MORTGAGE,60000.0,33
0,5000,B,,MORTGAGE,284400.0,31
0,6500,B,0.0,RENT,30600.0,41
0,22000,C,5.0,MORTGAGE,60000.0,23
0,6000,A,11.0,RENT,41124.0,23
1,2000,C,1.0,MORTGAGE,79000.0,22
0,12500,B,4.0,MORTGAGE,125000.0,31
0,8400,A,1.0,MORTGAGE,62000.0,26
0,15000,C,18.0,RENT,60000.0,35
0,13750,C,0.0,MORTGAGE,160000.0,26
0,17200,D,6.0,RENT,90000.0,27
0,5000,B,1.0,RENT,40000.0,27
0,8500,D,3.0,OWN,50000.0,28
1,7500,D,2.0,RENT,28128.0,25
0,7500,A,47.0,MORTGAGE,83000.0,29
0,3000,A,4.0,RENT,49000.0,38
1,6200,G,1.0,RENT,19200.0,23
0,10000,B,4.0,MORTGAGE,29004.0,46
0,7000,B,2.0,RENT,27600.0,25
1,15000,B,0.0,OWN,70000.0,24
1,8600,B,45.0,MORTGAGE,50000.0,23
1,10000,D,7.0,RENT,50004.0,29
1,10000,C,3.0,MORTGAGE,30000.0,35
1,8000,C,9.0,RENT,35000.0,23
0,5000,B,5.0,RENT,71000.0,22
0,18500,C,2.0,MORTGAGE,52000.0,30
1,5500,A,6.0,MORTGAGE,48000.0,29
0,7200,B,18.0,MORTGAGE,40000.0,35
0,5000,D,4.0,RENT,57996.0,24
0,7750,E,3.0,RENT,41558.0,31
1,7500,D,5.0,OWN,67000.0,22
1,4750,B,13.0,OWN,22440.0,26
1,8000,C,1.0,RENT,35000.0,28
0,13000,B,20.0,MORTGAGE,51000.0,21
0,2500,B,6.0,RENT,26568.0,42
0,10000,A,5.0,RENT,53000.0,21
1,6000,E,4.0,RENT,91650.0,24
1,8500,C,2.0,RENT,45000.0,25
1,9500,D,4.0,MORTGAGE,36000.0,23
0,8450,C,2.0,RENT,100000.0,22
0,15000,B,2.0,MORTGAGE,60000.0,27
1,4000,C,2.0,MORTGAGE,52000.0,27
0,5500,B,5.0,RENT,24000.0,28
0,1000,A,6.0,MORTGAGE,98000.0,28
1,5000,A,19.0,MORTGAGE,59000.0,28
1,1600,C,2.0,OWN,12360.0,24
0,11450,A,7.0,RENT,40000.0,29
1,15000,A,11.0,MORTGAGE,45600.0,30
0,12000,B,3.0,MORTGAGE,75000.0,31
0,15000,B,4.0,RENT,60000.0,23
1,2000,B,8.0,OWN,55308.0,42
1,5000,C,4.0,RENT,28000.0,23
0,12000,B,6.0,MORTGAGE,75000.0,24
1,16000,D,3.0,RENT,91200.0,24
0,5000,B,2.0,MORTGAGE,130000.0,27
0,11400,C,3.0,MORTGAGE,96000.0,22
1,6850,B,3.0,RENT,53000.0,22
1,12000,B,2.0,RENT,55000.0,32
1,8000,C,4.0,RENT,45000.0,24
1,5000,B,0.0,OWN,25000.0,27
0,2000,A,3.0,MORTGAGE,132000.0,26
1,18000,C,7.0,MORTGAGE,98000.0,22
0,6300,A,5.0,MORTGAGE,69930.0,33
1,20000,D,2.0,MORTGAGE,120000.0,39
0,2500,E,7.0,RENT,27024.0,25
0,5000,B,31.0,RENT,41000.0,25
1,10250,B,4.0,MORTGAGE,80000.0,36
1,11000,D,1.0,MORTGAGE,52500.0,29
0,1200,A,,OWN,36000.0,34
1,15000,E,14.0,RENT,71000.0,24
1,5000,C,1.0,RENT,40000.0,28
1,6000,C,11.0,MORTGAGE,85000.0,22
1,15000,D,1.0,RENT,65004.0,25
0,3600,C,0.0,MORTGAGE,75996.0,40
0,3725,B,8.0,MORTGAGE,27302.4,22
0,10000,A,17.0,RENT,84996.0,33
1,14075,B,2.0,RENT,27996.0,21
1,5000,C,,MORTGAGE,48000.0,35
1,18500,A,0.0,RENT,85000.0,24
0,21000,B,5.0,MORTGAGE,70000.0,22
1,9600,C,9.0,MORTGAGE,74400.0,43
1,4500,B,0.0,RENT,54300.0,22
1,16000,C,2.0,RENT,45000.0,24
0,18000,F,0.0,OWN,101300.0,27
0,3200,D,0.0,RENT,35004.0,25
0,7000,A,8.0,RENT,26004.0,25
0,8000,A,16.0,MORTGAGE,60000.0,30
0,2000,A,5.0,MORTGAGE,60000.0,35
1,12000,B,0.0,RENT,32500.0,22
1,7800,C,5.0,RENT,34000.0,21
0,24000,A,25.0,MORTGAGE,124992.0,31
1,14500,E,4.0,RENT,28800.0,32
1,8500,C,9.0,RENT,50000.0,25
0,12800,B,1.0,RENT,65000.0,29
1,10800,C,2.0,RENT,33000.0,21
0,14000,B,3.0,RENT,55000.0,29
0,16000,B,7.0,MORTGAGE,41196.0,23
0,12250,D,0.0,RENT,50000.0,22
0,2000,A,3.0,RENT,34884.0,23
1,1500,B,22.0,RENT,32304.0,24
1,20000,D,6.0,RENT,82042.0,23
0,8200,A,2.0,RENT,42996.0,33
1,8400,C,3.0,RENT,32000.0,30
0,4400,A,5.0,OWN,48000.0,24
1,6000,B,0.0,RENT,32000.0,38
0,6000,B,2.0,MORTGAGE,49200.0,25
0,6000,A,6.0,RENT,31000.0,21
0,3000,B,2.0,RENT,60000.0,28
1,4750,C,7.0,MORTGAGE,55500.0,27
1,8000,C,10.0,RENT,72000.0,22
0,7000,B,4.0,OWN,39120.0,23
1,8000,B,4.0,RENT,35000.0,24
0,9600,D,3.0,RENT,53000.0,21
1,25000,D,1.0,RENT,125000.0,29
0,8000,B,3.0,RENT,57996.0,34
0,6000,A,0.0,OWN,40000.0,22
0,19750,B,6.0,RENT,30000.0,23
1,2225,C,2.0,RENT,60000.0,36
1,3500,C,0.0,RENT,18000.0,22
1,7000,A,,MORTGAGE,90000.0,42
0,8000,B,5.0,RENT,42000.0,30
1,14125,B,,MORTGAGE,45696.0,22
1,3000,C,3.0,RENT,56000.04,24
1,9000,C,16.0,OWN,46800.0,23
1,16000,B,1.0,RENT,45000.0,23
0,8000,C,24.0,MORTGAGE,75000.0,24
1,12000,B,5.0,MORTGAGE,69996.0,23
0,29850,D,1.0,RENT,59700.0,54
1,5000,E,4.0,RENT,60000.0,22
1,7750,C,5.0,RENT,26400.0,29
0,7000,A,2.0,MORTGAGE,96000.0,23
0,6000,A,2.0,RENT,63000.0,30
0,35000,D,10.0,MORTGAGE,87000.0,24
1,18725,A,0.0,RENT,36500.0,22
1,1000,C,,RENT,10140.0,21
0,13250,A,2.0,RENT,45000.0,30
1,12000,D,2.0,RENT,40310.0,32
1,3800,D,4.0,RENT,75000.0,23
0,7500,A,2.0,MORTGAGE,44000.0,27
1,15000,E,7.0,RENT,62000.0,21
0,4000,A,3.0,RENT,98000.0,26
0,4750,B,3.0,RENT,20000.0,32
0,25000,B,11.0,RENT,91000.0,34
1,5000,A,6.0,RENT,45000.0,28
1,8000,A,1.0,MORTGAGE,96000.0,29
0,5000,D,3.0,MORTGAGE,25380.0,35
0,5000,B,,RENT,36000.0,35
0,10000,C,1.0,RENT,57000.0,25
0,2500,E,0.0,RENT,51630.0,22
1,3000,B,1.0,MORTGAGE,34662.0,23
0,11000,A,5.0,MORTGAGE,54000.0,24
0,10000,C,1.0,MORTGAGE,100000.0,29
0,10000,B,10.0,MORTGAGE,32004.0,22
0,2500,C,5.0,RENT,120000.0,29
0,3500,D,24.0,RENT,74004.0,26
0,8500,D,0.0,RENT,61000.0,29
1,4900,C,0.0,OWN,36000.0,32
1,6200,B,2.0,RENT,25000.0,36
0,7200,B,5.0,RENT,61490.0,21
1,17000,C,2.0,MORTGAGE,51996.0,21
1,6000,C,4.0,RENT,35364.0,26
1,25000,C,0.0,OWN,86500.0,31
0,6000,B,2.0,RENT,35000.0,32
0,3000,C,0.0,OWN,12000.0,25
1,7000,C,2.0,RENT,40000.0,28
1,3600,A,5.0,RENT,30000.0,34
0,4800,D,5.0,OWN,62000.0,40
0,4500,A,5.0,RENT,36000.0,24
0,9500,A,5.0,MORTGAGE,47300.0,24
1,5200,B,0.0,RENT,21600.0,25
0,9975,C,24.0,RENT,83200.0,22
0,14400,B,1.0,RENT,80000.0,22
0,7000,B,3.0,RENT,35350.0,22
0,4000,A,2.0,MORTGAGE,61000.0,30
1,5000,A,0.0,RENT,30000.0,21
0,12475,A,17.0,MORTGAGE,88000.0,23
0,10000,B,13.0,MORTGAGE,65000.0,24
0,1200,D,8.0,RENT,68736.0,33
0,12000,B,1.0,RENT,46000.0,38
0,12000,D,18.0,MORTGAGE,50400.0,22
0,10675,A,34.0,MORTGAGE,61838.4,28
0,5800,C,2.0,RENT,18000.0,21
0,14400,C,0.0,RENT,62000.0,25
0,25000,D,12.0,MORTGAGE,97000.0,25
0,20000,B,4.0,RENT,88000.0,27
0,4800,B,3.0,RENT,55000.0,21
1,9600,B,4.0,MORTGAGE,62000.0,23
0,5650,A,15.0,MORTGAGE,48000.0,27
0,5000,B,0.0,RENT,20520.0,30
0,16000,A,3.0,MORTGAGE,104000.0,33
1,25000,B,17.0,MORTGAGE,65000.0,21
1,6450,B,4.0,RENT,29361.0,22
1,3000,C,0.0,RENT,37440.0,29
1,10300,D,1.0,MORTGAGE,26400.0,41
0,7275,A,2.0,MORTGAGE,16000.0,30
0,8975,D,4.0,RENT,33000.0,26
1,9325,C,8.0,MORTGAGE,85000.0,24
0,4000,A,3.0,OWN,28000.0,21
1,6400,C,0.0,MORTGAGE,100000.0,24
0,10000,D,22.0,RENT,83628.0,28
1,5425,B,0.0,RENT,83200.0,27
1,4000,C,3.0,RENT,15996.0,22
0,4000,C,10.0,RENT,131000.0,26
0,10950,A,11.0,MORTGAGE,65000.0,26
0,13150,A,2.0,OWN,72000.0,34
1,4800,D,2.0,RENT,30000.0,31
0,12000,C,0.0,RENT,53000.0,28
1,2700,A,3.0,MORTGAGE,88000.0,23
0,10000,A,3.0,MORTGAGE,62000.0,33
0,17500,D,1.0,RENT,32400.0,25
0,6800,C,5.0,MORTGAGE,60635.0,22
0,8000,C,0.0,OWN,45000.0,23
0,7500,D,0.0,MORTGAGE,175000.0,26
1,7000,B,0.0,RENT,34800.0,23
0,5400,B,3.0,RENT,55000.0,23
1,3250,A,3.0,MORTGAGE,45292.8,23
1,1550,A,5.0,MORTGAGE,22000.0,23
1,5000,C,2.0,RENT,50000.0,24
1,15000,B,9.0,MORTGAGE,67000.0,29
1,5000,C,13.0,MORTGAGE,41000.0,23
1,3400,B,1.0,RENT,147000.0,24
0,2800,B,7.0,RENT,37440.0,27
0,8500,B,5.0,RENT,52582.0,24
0,24500,B,4.0,RENT,175000.0,28
1,9250,C,0.0,RENT,13000.0,21
1,4000,B,3.0,RENT,26400.0,24
0,2400,C,5.0,RENT,77700.0,27
0,500,B,3.0,MORTGAGE,26000.0,22
1,10000,B,12.0,RENT,43200.0,22
0,9500,A,5.0,RENT,55000.0,24
1,10800,A,0.0,RENT,35000.0,34
0,9600,D,3.0,RENT,53000.0,21
1,2800,D,7.0,MORTGAGE,45000.0,32
0,5700,A,1.0,RENT,39996.0,36
0,1000,A,5.0,RENT,45000.0,24
0,1000,C,7.0,OWN,56000.0,27
0,3000,D,1.0,RENT,18000.0,23
0,10000,C,26.0,MORTGAGE,87600.0,24
0,3625,D,19.0,RENT,19800.0,25
1,15000,B,,MORTGAGE,42655.8,48
0,10000,C,4.0,RENT,30000.0,24
0,3000,A,6.0,MORTGAGE,75000.0,31
0,15000,C,3.0,RENT,100000.0,29
0,9000,A,0.0,MORTGAGE,79000.0,25
0,2700,B,6.0,RENT,15000.0,30
0,17000,B,1.0,MORTGAGE,65000.0,26
0,10000,B,0.0,RENT,65000.0,23
0,10000,B,13.0,RENT,60000.0,23
0,9925,A,9.0,MORTGAGE,48000.0,22
0,23750,C,20.0,MORTGAGE,110000.0,26
1,12000,B,17.0,RENT,55000.0,45
0,2800,B,13.0,MORTGAGE,136000.0,30
0,11000,A,1.0,RENT,85000.0,24
1,3000,B,7.0,MORTGAGE,48000.0,25
1,5000,C,3.0,RENT,80000.0,22
0,6000,C,0.0,MORTGAGE,140000.0,27
0,10475,A,11.0,MORTGAGE,53360.0,29
0,14000,B,4.0,RENT,62500.0,41
0,3000,A,3.0,MORTGAGE,60096.0,29
1,24250,C,14.0,MORTGAGE,135000.0,24
1,5000,E,13.0,MORTGAGE,45000.0,27
0,5000,A,17.0,OWN,37000.0,34
0,8000,B,5.0,MORTGAGE,51000.0,24
1,10625,A,11.0,MORTGAGE,59000.0,25
0,2000,A,0.0,RENT,12000.0,23
0,10000,C,1.0,RENT,37000.0,29
1,4000,C,3.0,RENT,36000.0,26
1,4500,D,7.0,MORTGAGE,36000.0,44
1,15000,B,24.0,MORTGAGE,89000.0,34
0,25000,F,20.0,MORTGAGE,116000.0,39
0,5000,A,5.0,RENT,42996.0,24
0,4700,A,0.0,MORTGAGE,145596.0,23
1,5000,C,16.0,MORTGAGE,45000.0,24
1,13200,D,21.0,MORTGAGE,75000.0,40
0,17000,A,2.0,MORTGAGE,70000.0,24
1,8400,A,3.0,RENT,58576.0,30
0,5000,A,5.0,OWN,75000.0,23
1,20000,C,18.0,OWN,51600.0,24
0,9800,A,9.0,MORTGAGE,56500.0,23
0,15000,B,3.0,RENT,84000.0,28
0,3000,B,13.0,RENT,58000.0,22
0,13000,C,0.0,RENT,31200.0,21
1,4800,B,28.0,MORTGAGE,52000.0,29
1,10000,B,14.0,RENT,54996.0,28
1,2000,B,18.0,OWN,56000.0,24
0,4800,C,4.0,RENT,49200.0,27
1,2500,D,,RENT,10800.0,35
1,3500,C,5.0,RENT,22800.0,27
1,4000,A,5.0,MORTGAGE,35000.0,36
1,7750,C,8.0,MORTGAGE,104000.0,28
0,3000,C,12.0,MORTGAGE,33600.0,30
0,15000,A,11.0,MORTGAGE,75000.0,30
1,1250,C,0.0,RENT,14400.0,31
1,15000,D,6.0,RENT,36000.0,37
1,10000,D,1.0,RENT,50000.0,24
1,17000,C,12.0,MORTGAGE,26000.0,22
1,1600,B,3.0,RENT,12000.0,21
0,15000,A,8.0,MORTGAGE,118000.0,25
0,5000,B,6.0,MORTGAGE,67870.0,38
0,10000,D,0.0,OWN,33996.0,22
0,3500,A,3.0,RENT,50000.0,32
0,1500,A,2.0,MORTGAGE,17544.0,28
1,5500,B,1.0,RENT,18000.0,25
0,7000,C,5.0,RENT,65000.0,27
0,5000,C,2.0,RENT,45000.0,28
0,20000,D,3.0,MORTGAGE,160000.0,24
0,8000,A,2.0,MORTGAGE,51000.0,23
1,25000,C,1.0,RENT,100800.0,30
1,20000,B,3.0,MORTGAGE,150000.0,39
0,6000,C,6.0,RENT,27000.0,23
0,6000,C,4.0,RENT,52000.0,23
1,10000,E,15.0,RENT,26000.0,24
0,15000,C,4.0,MORTGAGE,75000.0,22
1,6000,C,1.0,RENT,31200.0,25
1,3500,C,13.0,MORTGAGE,41941.0,23
1,1325,B,0.0,RENT,50400.0,24
0,5000,B,2.0,RENT,42500.0,22
1,13000,B,6.0,RENT,118000.0,24
0,20000,C,8.0,RENT,50000.0,38
0,10000,C,1.0,OWN,45000.0,25
0,10000,B,5.0,RENT,32890.0,27
1,10000,A,25.0,RENT,57000.0,22
1,4000,A,0.0,RENT,32000.0,22
0,15000,E,8.0,RENT,74784.0,37
1,7600,D,,MORTGAGE,48000.0,28
0,3000,A,7.0,MORTGAGE,54000.0,23
0,15000,E,11.0,MORTGAGE,70000.0,28
0,20000,A,6.0,OWN,85000.0,27
1,1900,A,3.0,RENT,26500.0,22
1,10000,D,12.0,RENT,102000.0,32
1,17000,C,1.0,RENT,35400.0,26
1,16000,E,7.0,OTHER,60000.0,23
1,7000,C,2.0,MORTGAGE,50000.0,33
0,12000,D,3.0,OWN,78000.0,27
0,6500,A,2.0,MORTGAGE,30000.0,29
0,6000,D,,MORTGAGE,46800.0,26
0,2500,A,13.0,MORTGAGE,65000.0,24
1,15600,B,2.0,MORTGAGE,84996.0,31
0,3000,C,0.0,OWN,49140.0,22
0,10000,A,11.0,MORTGAGE,80000.0,22
0,8000,C,1.0,RENT,25200.0,23
1,14000,E,5.0,MORTGAGE,97200.0,26
0,3775,A,0.0,RENT,50000.0,32
1,16000,A,1.0,RENT,51000.0,51
0,5000,B,2.0,RENT,70000.0,38
1,12000,C,6.0,MORTGAGE,78000.0,23
1,7500,A,4.0,MORTGAGE,40000.0,32
0,5600,C,10.0,RENT,41000.0,26
0,2000,B,7.0,RENT,30225.0,28
1,5000,E,5.0,RENT,50000.0,27
1,16000,D,12.0,MORTGAGE,55530.0,23
1,25000,D,12.0,MORTGAGE,153000.0,41
0,3000,D,15.0,MORTGAGE,70000.0,27
0,2000,C,1.0,RENT,26400.0,27
0,9000,C,2.0,RENT,70000.0,47
1,15000,E,8.0,MORTGAGE,59950.0,23
0,16000,B,9.0,MORTGAGE,70000.0,24
1,10000,E,0.0,MORTGAGE,26000.0,23
0,5200,C,0.0,RENT,26000.0,38
0,26000,A,8.0,MORTGAGE,105000.0,30
0,8000,D,2.0,MORTGAGE,48000.0,40
1,6000,C,3.0,RENT,41496.0,33
0,17000,C,1.0,MORTGAGE,60000.0,39
1,9000,D,1.0,RENT,38400.0,28
0,10000,B,2.0,RENT,39996.0,25
0,28000,A,3.0,MORTGAGE,130000.0,32
0,11000,E,10.0,RENT,41808.0,21
0,5000,A,6.0,RENT,81000.0,24
0,14400,B,19.0,RENT,88068.0,26
0,4000,C,0.0,OWN,40800.0,37
0,5600,B,8.0,RENT,57995.0,29
0,8000,C,3.0,RENT,58600.0,23
0,9000,B,3.0,MORTGAGE,48000.0,30
0,6000,B,3.0,RENT,48000.0,23
1,2500,B,0.0,RENT,24996.0,22
1,8875,A,12.0,MORTGAGE,58044.0,29
0,12000,A,9.0,MORTGAGE,97000.0,28
1,10000,E,0.0,RENT,19896.0,37
0,7000,C,0.0,RENT,25000.0,22
1,9000,B,11.0,MORTGAGE,90300.0,27
0,35000,A,5.0,RENT,85000.0,37
0,20000,A,5.0,MORTGAGE,90000.0,46
0,12000,A,5.0,RENT,60000.0,24
1,2800,D,3.0,RENT,33396.0,24
0,10000,A,9.0,MORTGAGE,90000.0,25
1,1000,A,0.0,RENT,75000.0,30
0,19000,B,10.0,MORTGAGE,34000.0,23
0,35000,A,,MORTGAGE,93600.0,28
1,18000,B,1.0,RENT,70000.0,28
1,23000,D,3.0,RENT,95000.0,40
0,4800,C,4.0,RENT,42000.0,22
0,4500,B,11.0,RENT,52000.0,29
1,2500,A,5.0,MORTGAGE,110004.0,24
1,6000,B,4.0,RENT,30000.0,22
0,4500,A,21.0,RENT,36000.0,27
1,6000,E,10.0,MORTGAGE,70000.0,28
1,15000,D,8.0,RENT,75000.0,50
1,10800,A,11.0,RENT,75000.0,26
1,23975,E,3.0,MORTGAGE,150000.0,30
0,20000,D,5.0,MORTGAGE,75000.0,28
0,2400,B,0.0,RENT,46000.0,26
0,10000,C,3.0,RENT,43000.0,21
0,8825,D,14.0,MORTGAGE,80000.0,25
1,8000,D,17.0,MORTGAGE,132000.0,23
1,5000,B,0.0,RENT,49800.0,45
0,4450,B,4.0,MORTGAGE,45000.0,30
1,5000,E,9.0,MORTGAGE,32400.0,21
0,12500,A,4.0,RENT,42000.0,21
0,12500,A,4.0,RENT,42000.0,21
0,4800,A,1.0,RENT,45000.0,26
0,15800,B,0.0,OWN,100000.0,29
0,8000,A,13.0,MORTGAGE,31000.0,24
1,2400,C,1.0,RENT,18000.0,26
1,1500,B,12.0,RENT,30000.0,29
1,2400,B,2.0,RENT,12000.0,31
1,2100,D,0.0,RENT,12500.0,30
0,7000,A,4.0,MORTGAGE,49000.0,28
0,12000,B,5.0,RENT,56755.0,22
0,24250,B,12.0,MORTGAGE,140000.0,29
1,3200,C,6.0,RENT,25000.0,24
1,8500,C,3.0,MORTGAGE,75000.0,30
0,6000,C,4.0,RENT,50000.0,23
0,10000,B,5.0,RENT,38004.0,22
1,6000,D,2.0,RENT,18835.2,27
1,15000,B,3.0,RENT,75000.0,33
1,1500,D,8.0,MORTGAGE,60000.0,24
1,10000,B,5.0,RENT,27600.0,34
0,17000,A,20.0,MORTGAGE,95680.0,28
1,8000,D,1.0,MORTGAGE,54600.0,24
1,10100,D,0.0,RENT,29136.0,26
0,25000,B,7.0,MORTGAGE,87000.0,24
1,10000,D,0.0,MORTGAGE,160000.0,25
1,10000,D,1.0,RENT,75000.0,24
1,1000,C,1.0,RENT,35000.0,26
0,13000,B,2.0,MORTGAGE,59000.0,31
0,4900,A,9.0,RENT,25200.0,32
1,12000,A,3.0,MORTGAGE,36000.0,25
1,3600,D,19.0,MORTGAGE,23000.0,23
0,10000,B,15.0,RENT,54000.0,33
0,5000,B,8.0,MORTGAGE,36000.0,30
0,5300,C,0.0,RENT,28800.0,24
0,10000,A,,RENT,60000.0,30
0,6500,A,1.0,MORTGAGE,50000.0,27
0,2500,B,7.0,MORTGAGE,68000.0,28
0,10800,A,2.0,MORTGAGE,107000.0,27
0,5500,B,2.0,RENT,36000.0,26
0,10000,B,4.0,RENT,55000.0,23
0,20000,C,4.0,RENT,68000.0,25
1,16000,F,6.0,RENT,63175.25,22
0,5500,B,20.0,OTHER,45996.0,28
0,13000,C,6.0,MORTGAGE,100000.0,31
0,12000,B,11.0,MORTGAGE,110000.0,29
0,10000,A,9.0,MORTGAGE,90000.0,25
0,34000,B,4.0,MORTGAGE,160000.0,28
0,11500,B,2.0,RENT,92259.0,33
0,21000,B,34.0,MORTGAGE,60000.0,23
1,35000,D,,RENT,162000.0,31
1,4900,B,1.0,MORTGAGE,75000.0,24
1,3000,B,4.0,RENT,30000.0,25
0,12000,B,4.0,RENT,40000.0,27
1,5000,C,0.0,RENT,50004.0,27
1,10000,B,9.0,MORTGAGE,66000.0,26
0,15000,B,24.0,MORTGAGE,30200.0,25
0,25000,D,10.0,OWN,83000.0,22
1,14800,F,7.0,MORTGAGE,60000.0,29
0,12000,C,3.0,RENT,42000.0,33
0,18000,D,1.0,RENT,180000.0,30
1,16000,E,2.0,MORTGAGE,58200.0,37
0,9000,D,3.0,MORTGAGE,49633.0,25
0,15000,B,22.0,RENT,65000.0,24
1,15000,B,5.0,RENT,91000.0,25
0,3000,B,0.0,RENT,36000.0,22
0,20000,B,6.0,RENT,72000.0,34
1,3000,B,22.0,MORTGAGE,66000.0,34
1,8000,E,3.0,RENT,36000.0,21
1,10000,A,8.0,MORTGAGE,180000.0,30
1,12000,B,4.0,MORTGAGE,32000.0,28
0,7500,B,1.0,RENT,35000.0,42
0,2400,B,29.0,MORTGAGE,106000.0,31
0,18000,D,3.0,MORTGAGE,110244.0,28
0,3600,A,4.0,MORTGAGE,55000.0,29
1,12000,C,0.0,RENT,159500.0,24
0,4750,B,12.0,RENT,24000.0,24
0,10000,B,5.0,OTHER,108000.0,24
1,10000,B,2.0,RENT,92004.0,30
0,7000,E,1.0,RENT,19200.0,25
0,11200,B,8.0,RENT,36000.0,52
1,12000,D,2.0,MORTGAGE,133000.0,31
1,4200,E,4.0,RENT,34000.0,26
1,10000,A,13.0,OWN,45000.0,29
1,3000,B,3.0,RENT,47277.0,33
0,18000,C,9.0,RENT,75000.0,23
1,4000,B,1.0,RENT,30000.0,26
0,8000,B,4.0,MORTGAGE,84996.0,30
1,11000,A,22.0,RENT,35000.0,25
0,14400,A,8.0,RENT,80400.0,21
0,15000,B,,OWN,36000.0,26
0,22000,B,11.0,RENT,72000.0,43
1,25000,B,27.0,MORTGAGE,110000.0,22
0,16500,C,0.0,RENT,71000.0,33
0,12000,C,6.0,RENT,99996.0,28
0,20000,B,3.0,RENT,63000.0,25
0,5500,B,1.0,RENT,43000.0,23
0,9000,A,15.0,MORTGAGE,65000.0,23
0,20000,C,0.0,RENT,99996.0,24
0,10400,B,12.0,MORTGAGE,58000.0,25
0,4000,A,4.0,MORTGAGE,72500.0,32
1,2475,D,22.0,RENT,72000.0,28
0,1600,D,0.0,RENT,24000.0,28
1,5000,C,2.0,MORTGAGE,42000.0,21
0,12000,B,0.0,RENT,39996.0,26
0,1800,B,2.0,RENT,19200.0,40
1,10000,C,15.0,RENT,52000.0,23
1,23500,A,3.0,MORTGAGE,70000.0,30
0,10000,C,8.0,RENT,49639.62,24
0,8000,B,3.0,RENT,60000.0,23
0,14400,E,7.0,RENT,56400.0,21
0,13200,A,9.0,RENT,28000.0,29
0,12000,B,13.0,RENT,40000.0,30
1,3500,B,3.0,RENT,45000.0,23
