"Tweet_Date"|"Tweet_Text"|"Tweet_Handle"
"Tue Dec 24 124323 0000 2013"|"dinkyrools AamAadmiParty has managed something spectacularThe veterans on congress and BJP wanted to stump themthey have been outsmarted"|"ypmishra"
"Tue Dec 24 124323 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"AnkitKhandelwal"
"Tue Dec 24 124301 0000 2013"|"RT Youth4justice I will be on News Nation channel at 630 pm onwards representing AamAadmiParty"|"ChaloDelhi"
"Tue Dec 24 124135 0000 2013"|"wonder if AAP is getting infiltratedMake sure these inductees pass acid test of ppl support no entitlement anjalidamania AamAadmiParty"|"Yanindia"
"Tue Dec 24 124124 0000 2013"|"RT muntaziraapka Donkeyji Hooda has 25Badal has 51 Lal Batti vehicles in their convoys respectively AamAadmiParty"|"Godara11Jai"
"Tue Dec 24 124055 0000 2013"|"RT Youth4justice I will be on News Nation channel at 630 pm onwards representing AamAadmiParty"|"rahuman94"
"Tue Dec 24 124034 0000 2013"|"RT dna After Delhi AamAadmiParty eyes Rajasthan httptcobkYDvA8NXi"|"Baijnath20"
"Tue Dec 24 124032 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"tommybytes"
"Tue Dec 24 124022 0000 2013"|"After Delhi AamAadmiParty eyes Rajasthan httptcobkYDvA8NXi"|"dna"
"Tue Dec 24 123921 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"AAPKaArjun"
"Tue Dec 24 123920 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"vishwastam"
"Tue Dec 24 123853 0000 2013"|"The 21st cent revolution is nothing but that is being performed by AAP This is going to be a turning point in Politics AamAadmiParty"|"vssanakan"
"Tue Dec 24 123850 0000 2013"|"RT DevinderSharma Thanks to AamAadmiParty no politician will in future chide activists to come and fight elections"|"Yanindia"
"Tue Dec 24 123845 0000 2013"|"RT MySOdotCom RT lobsterquotes If you believe in victory then victory will believe in youPaulo Coelho AamAadmiParty abdullahomar"|"civicindia"
"Tue Dec 24 123838 0000 2013"|"If congress withdraws support from AamAadmiParty Goverment then this ArvindKejriwal will return to a Thumping majority"|"shobhhwatR"
"Tue Dec 24 123832 0000 2013"|"yogendralalwani dna Swamy39 celebration time  these futile and useless stunts are just feel good for BJP AamAadmiParty"|"choudharyv"
"Tue Dec 24 123829 0000 2013"|"shilpitewari RT cc AamAadmiParty   notice the girl walking away dejected Thats the real aam aadmi httptcoxjMqIirPBB"|"rajeshmehra74"
"Tue Dec 24 123744 0000 2013"|"RT drsarosh Media scrutiny is good for the people of India If it good for AamAadmi it is good for AamAadmiParty amp vice versa 22"|"SallyBook"
"Tue Dec 24 123741 0000 2013"|"RT richardrahul President Mukherjee clears appointment of Kejriwal as Delhi CMlooking forward to a new Indian political era AamAadmi"|"SallyBook"
"Tue Dec 24 123733 0000 2013"|"RT drsarosh You media people act very smart at 911 PM daily How could you not see the public mood in favor of AamAadmiParty  rahulka"|"SallyBook"
"Tue Dec 24 123725 0000 2013"|"RT dna After Delhi AamAadmiParty eyes Rajasthan httptcobkYDvA8NXi"|"Ishannarang"
"Tue Dec 24 123718 0000 2013"|"RT dna AamAadmiParty releases video justifying Congress support httptcoVIAhWqdpt5"|"SallyBook"
"Tue Dec 24 123703 0000 2013"|"RT chetanpatelRE Chacha So you think you did sm magic last year dna AamAadmiPartys magic wont work in Uttar Pradesh Samajwadi P"|"SallyBook"
"Tue Dec 24 123646 0000 2013"|"RT dna After Delhi AamAadmiParty eyes Rajasthan httptcobkYDvA8NXi"|"AapMadhav"
"Tue Dec 24 123622 0000 2013"|"AamAadmiParty Even one scam will be enough to tarnish your reputationsyouve made big promises now its time to deliverGood luck"|"atuljohn"
"Tue Dec 24 123620 0000 2013"|"After Delhi AamAadmiParty eyes Rajasthan httptcobkYDvA8NXi"|"dna"
"Tue Dec 24 123610 0000 2013"|"From Unconditional to Issue Based to Not sure Congis in Delhi Keep at it AamAadmiParty  let them strip themselves in public D"|"BalcaoDeGoa"
"Tue Dec 24 123535 0000 2013"|"RT Donkeyji No matter how long our government runs IASIPS must be looking forward to work with Arvind AamAadmiParty"|"rxmehulpatel"
"Tue Dec 24 123530 0000 2013"|"RT AndrewBuncombe So the BJP which had the chance to form the Delhi govt but chose not to now condemns the AamAadmiParty for doing so"|"pawanca2000"
"Tue Dec 24 123521 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"SallyBook"
"Tue Dec 24 123503 0000 2013"|"AAPHIMACHAL DrKumarVishwas AAPBelgaum AamAadmiParty AAP lost crediblity 36 AAP members in Kanpur join BJP  httptcoceqkI8uWHo"|"InnovativeHindu"
"Tue Dec 24 123500 0000 2013"|"RT RoshanSdrprop AamAadmiParty the selfproclaimed uncorrupt party takes support of Worlds most corrupt Congress Party to form govt C"|"RocketLaunche10"
"Tue Dec 24 123500 0000 2013"|"RT RoshanSdrprop AamAadmiParty the selfproclaimed uncorrupt party takes support of Worlds most corrupt Congress Party to form govt C"|"RocketLaunche10"
"Tue Dec 24 123449 0000 2013"|"The fact that ArvindKejriwal is going to become the chief minister of Delhi  It actually makes me want to shift there AamAadmiParty"|"mehtajanvi"
"Tue Dec 24 123448 0000 2013"|"AamAadmiParty Lets hope you guys do a good job at Delhithe whole nation will be watching and judging your performance"|"atuljohn"
"Tue Dec 24 123442 0000 2013"|"sagarikaghose AamAadmiParty ArvindKejriwal But you are a great supporter of CONgress which thrives only on sops Y diff adv to AAP"|"rravi55"
"Tue Dec 24 123428 0000 2013"|"No personal invitation required Oath taking ceremony is open for all AAP AAPGovtInDelhi bhaskarnewsorg AamAadmiParty RamlilaMaidan"|"AISHVARYJAIN"
"Tue Dec 24 123419 0000 2013"|"RT vanshu033 via httptcoaaoCLcCz8c Power of Common man ArvindKejriwal AAP DelhiCM AamAadmiParty AAPGovtInDelhi httptco1jZ2"|"BawliDevi"
"Tue Dec 24 123346 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"pa1gupta"
"Tue Dec 24 123327 0000 2013"|"AamAadmiParty finalises 7 ministers including ArvindKejriwal Manish Sisodia and Rakhi Birla httptcoVC2eivor3P Delhi"|"IndiaSpend"
"Tue Dec 24 123319 0000 2013"|"sagarikaghose AamAadmiParty ArvindKejriwal But he got votes only on sopsWth hs ideology do u thnk he wl empower ppl Wd lead 2 vote loss"|"rravi55"
"Tue Dec 24 123234 0000 2013"|"RT TheSwamy Entrepreneur in me loves the spirit of AamAadmiParty amp ArvindKejriwal   the price of failure is far less than the price "|"NarulaRishabh16"
"Tue Dec 24 123232 0000 2013"|"354 Congrats AamAadmiParty  ArvindKejriwal fr forming d Govt in Delhi It wouldnt have been possible without INCIndia   ShashiTharoor"|"TarunSaxena"
"Tue Dec 24 123207 0000 2013"|"Chacha So you think you did sm magic last year dna AamAadmiPartys magic wont work in Uttar Pradesh Samajwadi Party leader ShivpalY"|"chetanpatelRE"
"Tue Dec 24 123154 0000 2013"|"AamAadmiParty pls put up  candidate from blr sarjapuraurban our MP Ananth Kumar hasnt shown his face even once fgt abt doing work"|"shiprag75"
"Tue Dec 24 123124 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"avinashjha398"
"Tue Dec 24 123124 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"raj06525"
"Tue Dec 24 123124 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"kumarravikumar3"
"Tue Dec 24 123124 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"dharmenderpal75"
"Tue Dec 24 123124 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"sudeepsrivast11"
"Tue Dec 24 123124 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"hrishirava007"
"Tue Dec 24 123124 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"himakjhadude"
"Tue Dec 24 123124 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"bhuvansharma989"
"Tue Dec 24 123124 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"naveenthenair00"
"Tue Dec 24 123124 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"Kumar3657Nitin"
"Tue Dec 24 123123 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"ashishpatel1808"
"Tue Dec 24 123123 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"avijitkumar5467"
"Tue Dec 24 123123 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"ankitsinha298"
"Tue Dec 24 123118 0000 2013"|"Should AAP form a government in Delhi  httptcoH5quDQrSeA"|"kysk14"
"Tue Dec 24 123103 0000 2013"|"RT BhagatSinghKS Comunal narendramodi this aint enough hes beging for more ArvindKejriwal says he dont want any AamAadmiParty htt"|"HyderIndian"
"Tue Dec 24 123100 0000 2013"|"imsudhanshu VishalDadlani drharshvardhan DrKumarVishwas AamAadmiParty BJP4India AshokKhemkaIAS bjp baited 2 hang aap from lamppost"|"unrulydude"
"Tue Dec 24 123047 0000 2013"|"RT AndrewBuncombe So the BJP which had the chance to form the Delhi govt but chose not to now condemns the AamAadmiParty for doing so"|"salimassad"
"Tue Dec 24 123039 0000 2013"|"AamAadmiParty it has come a time to show the corrupted politicians  the power of a common man "|"habeeb07cse"
"Tue Dec 24 123030 0000 2013"|"via httptcoaaoCLcCz8c Power of Common man ArvindKejriwal AAP DelhiCM AamAadmiParty AAPGovtInDelhi httptco1jZ2ws5lwR"|"vanshu033"
"Tue Dec 24 123030 0000 2013"|"via httptcon5NK6fsFZ0 Power of Common man ArvindKejriwal AAP DelhiCM AamAadmiParty AAPGovtInDelhi httptcoJk8AbZFzoh"|"meramp"
"Tue Dec 24 123030 0000 2013"|"via httptcoTUJaZm1Uea Power of Common man ArvindKejriwal AAP DelhiCM AamAadmiParty AAPGovtInDelhi httptcoC6ShkoBAVS"|"ASBhuvnesh"
"Tue Dec 24 123029 0000 2013"|"via httptcoJqXQ9CuVjL Power of Common man ArvindKejriwal AAP DelhiCM AamAadmiParty AAPGovtInDelhi httptcoeIrrrb134x"|"RajAwakind"
"Tue Dec 24 123005 0000 2013"|"Wish to c a responsible government Lets get this nation modifiedAamAadmiParty"|"biswalamrit"
"Tue Dec 24 122948 0000 2013"|"BDUTT AamAadmiParty I dont think it is as usualyou are going to see a different governance in Delhi probably the best"|"shaikbabu1"
"Tue Dec 24 122945 0000 2013"|"RT Donkeyji No matter how long our government runs IASIPS must be looking forward to work with Arvind AamAadmiParty"|"JauthYouth"
"Tue Dec 24 122929 0000 2013"|"RT BhagatSinghKS Comunal narendramodi this aint enough hes beging for more ArvindKejriwal says he dont want any AamAadmiParty htt"|"AsmaSayyed"
"Tue Dec 24 122908 0000 2013"|"RT mediacrooks The exact no for a majority in Delhi Must be ones who didnt get tkts MT dna 36 AamAadmiParty workers join BJP http"|"vibhavarms"
"Tue Dec 24 122908 0000 2013"|"AamAadmiParty  Bravo to AAP  I congratulates all the candidates of Ministers portfolio Please be the ideal for others Congratulations"|"praveen2k10"
"Tue Dec 24 122851 0000 2013"|"imsudhanshu VishalDadlani  DrKumarVishwas AamAadmiParty BJP4India  Pls note drharshvardhan is new 2 twitter n good politics"|"IQnEQ"
"Tue Dec 24 122833 0000 2013"|"RT BhagatSinghKS Comunal narendramodi this aint enough hes beging for more ArvindKejriwal says he dont want any AamAadmiParty htt"|"FreeIndia4us"
"Tue Dec 24 122827 0000 2013"|"ArvindKejriwalAamAadmiParty  we all Mango People are with you thru the thick and thin Its a new Demolution  Democratic Revolution"|"amolkarmarkar"
"Tue Dec 24 122823 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"Abinash2K"
"Tue Dec 24 122817 0000 2013"|"RT pktutu Just see MSM work anilkohli54 rahulkanwal AamAadmiParty httptcovAz1Vxsplj"|"tejas1579"
"Tue Dec 24 122755 0000 2013"|"Devastated by the Congress workers who are protesting against supporting AamAadmiParty amp burning ArvindKejriwal effigy AapKiSarkar"|"RajPhotography"
"Tue Dec 24 122748 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"yakuzazoomin"
"Tue Dec 24 122729 0000 2013"|"AamAadmiParty just waiting to see the country follow Delhi"|"ash56ok"
"Tue Dec 24 122717 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"rawatmayank"
"Tue Dec 24 122713 0000 2013"|"imsudhanshu VishalDadlani drharshvardhan DrKumarVishwas AamAadmiParty BJP4India AshokKhemkaIAS BJP should also get a public opinion"|"worldofshk"
"Tue Dec 24 122652 0000 2013"|"RT mediacrooks The exact no for a majority in Delhi Must be ones who didnt get tkts MT dna 36 AamAadmiParty workers join BJP http"|"merasandesh1"
"Tue Dec 24 122630 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"varunsuraj"
"Tue Dec 24 122607 0000 2013"|"RT mediacrooks The exact no for a majority in Delhi Must be ones who didnt get tkts MT dna 36 AamAadmiParty workers join BJP http"|"everG3"
"Tue Dec 24 122606 0000 2013"|"Aftr declaring its cabinet for DelhiAamAadmiParty bcmes to giv youngest cabinet in Indian political History wid an average age of 4042"|"ankursocial"
"Tue Dec 24 122543 0000 2013"|"aam aadmi Aam Aadmi Party to announce Delhi ministers tomorrow  NDTV NDTVAam Aadmi P httptcobRqYaftGWY httptcotNNTdIrYjw"|"Arun17A"
"Tue Dec 24 122512 0000 2013"|"ArvindKejriwal AamAadmiParty Congrats Arvind Kejriwal for becoming the CM of Delhi hope you will fulfill all the promises done "|"Akshaygudekar"
"Tue Dec 24 122506 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"PragatiNiprja"
"Tue Dec 24 122458 0000 2013"|"TheRahulMehra AamAadmiParty now AAP has formed govt in Delhisomething shud be done for transperancy in sports associations of Delhitoo"|"rajrindani"
"Tue Dec 24 122452 0000 2013"|"How times have changed ArvindKejriwal AamAadmiParty httptcopdGmLDHSOu"|"hipporama"
"Tue Dec 24 122448 0000 2013"|"AamAadmiParty m also an aam aadmi  You can follow me  I will not mind D"|"mycitymyangle"
"Tue Dec 24 122444 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"worldofshk"
"Tue Dec 24 122359 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"pankajnayyar21"
"Tue Dec 24 122354 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"asmitajagwani"
"Tue Dec 24 122339 0000 2013"|"SumitNagpal AamAadmiParty ArvindKejriwal All well calculated in advance before a promise was made"|"praveenmarine"
"Tue Dec 24 122333 0000 2013"|"RT Donkeyji Hooda has 25Badal has 51 Lal Batti vehicles in their convoys respectively AamAadmiParty"|"dheeruempire"
"Tue Dec 24 122321 0000 2013"|"RT pktutu Just see MSM work anilkohli54 rahulkanwal AamAadmiParty httptcovAz1Vxsplj"|"AnadhiDubey"
"Tue Dec 24 122305 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"gggaurav88"
"Tue Dec 24 122236 0000 2013"|"RT imsudhanshu what is this sir drharshvardhan  DrKumarVishwas  VishalDadlani AamAadmiParty  BJP4India  AshokKhemkaIAS http"|"VishalDadlani"
"Tue Dec 24 122230 0000 2013"|"Anna H fails to walk the talk Refuses to nominate members on 392 antigraft panels  IndianExpress httptcosP7xFFPM4C AamAadmiParty"|"parthasbiswas"
"Tue Dec 24 122221 0000 2013"|"RT pktutu Just see MSM work anilkohli54 rahulkanwal AamAadmiParty httptcovAz1Vxsplj"|"micokrish"
"Tue Dec 24 122213 0000 2013"|"arvindbarmer shilpitewari ajay2912 I already reply her Corrupt forces are very much scared of honest AamAadmiParty"|"shahsuneel"
"Tue Dec 24 122139 0000 2013"|"RT pktutu Just see MSM work anilkohli54 rahulkanwal AamAadmiParty httptcovAz1Vxsplj"|"t4turbulence"
"Tue Dec 24 122133 0000 2013"|"RT mediacrooks The exact no for a majority in Delhi Must be ones who didnt get tkts MT dna 36 AamAadmiParty workers join BJP http"|"AmolTikam"
"Tue Dec 24 122130 0000 2013"|"anjalidamania AamAadmiParty this high profile people will destroy AAP chadte Suraj ko Sab Salam karte hai"|"AlexBakhla"
"Tue Dec 24 122123 0000 2013"|"RT dna AamAadmiPartys magic wont work in Uttar Pradesh Samajwadi Party leader Shivpal Yadav httptcoJcZn1AcQMA"|"krtkprdn"
"Tue Dec 24 122053 0000 2013"|"AamAadmiPartys magic wont work in Uttar Pradesh Samajwadi Party leader Shivpal Yadav httptcoJcZn1AcQMA"|"dna"
"Tue Dec 24 122036 0000 2013"|"GulPanag AamAadmiParty ArvindKejriwal forgot Goa Tripura amp WB govt"|"iManishAgarwal"
"Tue Dec 24 122031 0000 2013"|"RT shobhitbhardwaj Dnt underestimate the power of a mango peoplessttuuttii ChunautiSharma DrKumarVishwas ArvindKejriwal shreyag"|"ChunautiSharma"
"Tue Dec 24 122020 0000 2013"|"kumartaurani AnilKapoor ArvindKejriwal AamAadmiParty msisodia DrKumarVishwas wish real life was as easy as reel life "|"richaanirudh"
"Tue Dec 24 122007 0000 2013"|"drgpradhan WithCongress AamAadmiParty good one"|"tusharkanta1973"
